PART,ARCH,FULLARCH,FAMILY,IDCODE,DEVICE
xczu15eg-ffvc900-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a52093,xczu15eg
xczu15eg-ffvc900-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a52093,xczu15eg
xczu15eg-ffvc900-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a52093,xczu15eg
xczu15eg-ffvc900-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a52093,xczu15eg
xczu15eg-ffvc900-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a52093,xczu15eg
xczu15eg-ffvc900-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a52093,xczu15eg
xczu15eg-ffvc900-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a52093,xczu15eg
xczu15eg-ffvc900-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a52093,xczu15eg
xczu15eg-ffvc900-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a52093,xczu15eg
xczu17eg-ffvb1517-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvb1517-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvb1517-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvb1517-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvb1517-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvb1517-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvb1517-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvb1517-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvb1517-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvc1760-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvc1760-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvc1760-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvc1760-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvc1760-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvc1760-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvc1760-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvc1760-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvc1760-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvd1760-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvd1760-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvd1760-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvd1760-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvd1760-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvd1760-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvd1760-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvd1760-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffvd1760-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffve1924-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffve1924-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffve1924-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffve1924-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffve1924-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffve1924-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffve1924-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffve1924-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu17eg-ffve1924-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a57093,xczu17eg
xczu19eg-ffvb1517-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvb1517-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvb1517-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvb1517-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvb1517-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvb1517-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvb1517-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvb1517-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvb1517-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvc1760-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvc1760-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvc1760-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvc1760-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvc1760-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvc1760-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvc1760-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvc1760-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvc1760-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvd1760-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvd1760-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvd1760-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvd1760-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvd1760-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvd1760-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvd1760-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvd1760-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffvd1760-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffve1924-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffve1924-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffve1924-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffve1924-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffve1924-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffve1924-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffve1924-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffve1924-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg-ffve1924-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a56093,xczu19eg
xczu19eg_SE-ffvc1760-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a59093,xczu19eg_SE
xczu19eg_SE-ffvc1760-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a59093,xczu19eg_SE
xczu19eg_SE-ffvd1760-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a59093,xczu19eg_SE
xczu2cg-sbva484-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sbva484-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sbva484-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sbva484-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sbva484-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sbva484-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sbva484-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sbva484-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfva625-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfva625-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfva625-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfva625-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfva625-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfva625-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfva625-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfva625-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfvc784-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfvc784-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfvc784-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfvc784-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfvc784-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfvc784-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfvc784-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-sfvc784-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-ubva530-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-ubva530-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-ubva530-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-ubva530-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-ubva530-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-ubva530-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-ubva530-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2cg-ubva530-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2cg
xczu2eg-sbva484-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sbva484-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sbva484-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sbva484-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sbva484-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sbva484-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sbva484-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sbva484-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfva625-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfva625-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfva625-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfva625-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfva625-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfva625-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfva625-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfva625-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfvc784-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfvc784-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfvc784-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfvc784-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfvc784-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfvc784-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfvc784-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-sfvc784-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-ubva530-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-ubva530-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-ubva530-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-ubva530-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-ubva530-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-ubva530-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-ubva530-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu2eg-ubva530-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a43093,xczu2eg
xczu3cg-sbva484-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sbva484-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sbva484-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sbva484-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sbva484-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sbva484-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sbva484-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sbva484-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfva625-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfva625-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfva625-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfva625-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfva625-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfva625-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfva625-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfva625-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfvc784-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfvc784-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfvc784-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfvc784-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfvc784-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfvc784-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfvc784-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-sfvc784-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-ubva530-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-ubva530-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-ubva530-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-ubva530-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-ubva530-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-ubva530-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-ubva530-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3cg-ubva530-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3cg
xczu3eg-sbva484-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sbva484-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sbva484-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sbva484-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sbva484-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sbva484-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sbva484-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sbva484-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfva625-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfva625-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfva625-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfva625-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfva625-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfva625-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfva625-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfva625-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfvc784-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfvc784-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfvc784-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfvc784-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfvc784-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfvc784-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfvc784-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-sfvc784-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-ubva530-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-ubva530-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-ubva530-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-ubva530-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-ubva530-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-ubva530-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-ubva530-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu3eg-ubva530-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a42093,xczu3eg
xczu4cg-fbvb900-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-fbvb900-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-fbvb900-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-fbvb900-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-fbvb900-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-fbvb900-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-fbvb900-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-fbvb900-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-sfvc784-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-sfvc784-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-sfvc784-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-sfvc784-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-sfvc784-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-sfvc784-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-sfvc784-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4cg-sfvc784-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4cg
xczu4eg-fbvb900-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-fbvb900-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-fbvb900-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-fbvb900-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-fbvb900-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-fbvb900-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-fbvb900-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-fbvb900-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-fbvb900-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-sfvc784-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-sfvc784-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-sfvc784-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-sfvc784-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-sfvc784-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-sfvc784-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-sfvc784-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-sfvc784-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4eg-sfvc784-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4eg
xczu4ev-fbvb900-1-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4ev
xczu4ev-fbvb900-1-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4ev
xczu4ev-fbvb900-1L-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4ev
xczu4ev-fbvb900-1LV-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4ev
xczu4ev-fbvb900-2-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4ev
xczu4ev-fbvb900-2-i,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4ev
xczu4ev-fbvb900-2L-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4ev
xczu4ev-fbvb900-2LV-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4ev
xczu4ev-fbvb900-3-e,zynquplus,Zynq UltraScale+,zynquplus,0x04a47093,xczu4ev
